1009410,72702.40625
1010249,80994.78906
1030701,84631.53906
1039949,83528.75781
1052441,82785.90625
1057452,75850.22656
1064953,97354.42188
1079626,77032.50000
1083699,80422.70312
1096750,69260.99219
1097278,69506.50781
1099656,83373.00000
1103778,93255.75781
1116300,85103.50781
1117081,81304.32812
1117594,91459.41406
1122219,79668.21875
1147488,91185.92188
1157153,83734.48438
1177197,76856.17188
1183156,80879.12500
1193909,75519.91406
1203632,80656.49219
1204152,92130.24219
1206212,80120.20312
1206936,74434.93750
1209219,75885.00781
1217809,76916.85156
1218257,75985.20312
1223639,81939.47656
1224141,78375.49219
1233733,83170.30469
1249902,86518.81250
1249953,93389.35156
1255383,76750.61719
1259492,72372.64844
1259635,86712.05469
1265073,76943.88281
1272985,87708.46094
1304122,89138.30469
1306247,86287.46875
1309736,79346.57812
1325305,68576.79688
1340254,89271.45312
1346008,88408.38281
1352851,88437.23438
1354288,89826.73438
1356798,75229.11719
1362542,74626.00000
1364777,75991.49219
1364922,93150.82031
1366629,85353.86719
1368253,79963.52344
1373229,81638.76562
1393367,89310.64844
1403051,84574.11719
1404276,82448.96875
1412596,82207.34375
1416462,80205.64844
1421127,92511.29688
1422324,82143.34375
1431876,67297.81250
1436631,90272.14062
1437473,85708.09375
1437855,68349.86719
1439810,81064.92969
1448069,84206.71875
1449413,83800.35938
1462225,77149.13281
1464867,89573.64062
1478815,77048.42969
1487437,77110.76562
1487914,69764.25781
1489680,78789.76562
1498823,96832.09375
1506823,75925.00000
1507440,94769.00781
1514686,77277.89844
1515620,72290.14844
1515702,75144.06250
1519254,82869.71094
1521197,74448.91406
1524234,80655.14844
1527216,74257.07812
1530434,87778.69531
1535164,84720.64844
1551799,78647.35156
1553431,78320.76562
1561359,82110.21875
1568065,78752.64062
1587814,78301.14062
1587987,76881.65625
1589345,82813.20312
1594872,84013.20312
1602470,80440.55469
1603358,74371.31250
1614769,86436.72656
1617534,94159.84375
1624666,95203.42969
1637316,87614.46875
1644834,89953.00000
1645377,89979.01562
1653615,84572.65625
1661548,88775.57812
1663282,83603.92188
1668953,72188.44531
1676720,79477.57031
1681658,83756.96094
1686220,87849.18750
1687116,69087.46875
1692295,75019.80469
1700948,72316.19531
1707649,89980.11719
1708508,85377.46094
1716388,81521.43750
1727450,83819.94531
1729585,95451.95312
1738326,93110.52344
1739236,76745.85938
1759604,82209.32031
1763554,74736.28906
1763896,79316.17969
1777986,85988.49219
1786829,76115.75781
1787430,72485.32031
1788480,73362.98438
1788924,77493.86719
1795463,83883.00781
1796922,78384.22656
1820729,82136.78125
1825339,71687.84375
1827987,74981.38281
1830583,84374.02344
1858831,81390.29688
1862499,78279.82812
1863333,80970.17188
1874783,79726.82031
1878164,83799.27344
1879319,73205.64844
1884405,93789.66406
1885742,76565.26562
1892171,86045.15625
1895758,75100.82812
1905897,84471.57031
1911894,78317.04688
1913356,63400.67969
1919369,74181.51562
1920822,92400.29688
1923302,89987.93750
1929009,81293.56250
1933035,69782.72656
1937366,77156.46875
1964067,80506.66406
1975702,84293.53125
1978021,69674.82812
1986037,81106.45312
1986295,78072.67969
1988220,70596.03125
1991473,79026.34375
1995446,74506.94531
1998367,75390.24219
1999570,82092.28906
2000651,75511.42188
2005799,72696.39844
2010519,79010.45312
2010850,78002.34375
2012465,92795.32031
2012966,92497.05469
2016787,77561.19531
2018508,83798.10156
2021437,76819.94531
2034554,93164.81250
2039675,79183.94531
2044007,72923.75781
2049991,83252.29688
2052067,88031.89844
2052541,72438.40625
2053243,80978.50000
2056440,93920.11719
2062568,77048.65625
2066149,86686.07031
2078649,82885.89844
2080863,65353.24219
2082014,92419.89062
2087102,81885.50781
2089676,80211.84375
2126549,75791.65625
2136577,80441.24219
2141803,97948.08594
2151451,74902.35156
2156378,78820.08594
2167121,75603.52344
2173178,80429.36719
2176392,82740.46875
2180956,77339.14844
2226340,91778.99219
2228584,88896.52344
2238200,73381.39062
2254620,76925.07031
2258830,93886.07812
2269293,86785.50000
2274568,77990.65625
2284947,93065.89844
2296242,66235.04688
2303998,88243.98438
2317775,80399.84375
2323221,86551.17188
2324486,72143.89062
2344268,69559.97656
2357846,91103.17188
2360571,82188.47656
2360655,75591.15625
2369533,73366.88281
2374048,81146.46094
2383190,75456.23438
2392074,86741.40625
2402927,80289.40625
2407204,81615.37500
2411948,88477.75781
2433034,74681.25000
2437962,69244.01562
2442287,89433.63281
2442642,79370.03125
2452566,73070.64062
2458388,85395.35938
2468384,71293.93750
2469400,77936.64844
2485043,81022.54688
2492946,80484.14844
2493359,89688.00781
2497046,89475.79688
2499512,75866.08594
2502777,78464.11719
2514387,74227.03125
2538143,82076.51562
2543131,95146.38281
2546326,74807.00000
2546424,93187.08594
2548098,86977.90625
2549404,79774.35938
2549703,79082.00781
2549966,92567.04688
2557709,83590.33594
2563260,98552.48438
2566542,84294.90625
2568187,84912.82031
2572217,79111.63281
2576011,79695.84375
2596061,85842.02344
2601285,91574.42188
2602200,86068.57812
2607727,79188.30469
2611868,81932.05469
2614611,78079.17188
2618897,88158.62500
2619084,78990.94531
2624169,92234.58594
2633799,85018.24219
2639697,86239.72656
2648564,81775.81250
2669714,75986.30469
2684757,101118.35938
2687654,79077.83594
2700837,72644.66406
2700913,88192.72656
2707068,86783.97656
2717266,78074.91406
2723165,77810.35938
2733447,78027.83594
2735851,83021.10938
2737738,82064.53906
2746114,70147.30469
2768763,72206.86719
2773060,76096.37500
2775841,81340.48438
2793308,91963.27344
2794733,82560.67969
2803908,75911.60156
2804206,79263.96094
2804907,80389.51562
2804983,89799.94531
2818590,68802.92969
2832048,77056.74219
2840290,70091.46094
2847965,77664.65625
2869076,78772.53906
2889445,74546.56250
2905860,87155.29688
2924517,90156.83594
2930290,87017.93750
2933854,76589.33594
2940589,68065.88281
2955717,82879.26562
2967877,80729.82031
2970151,72544.12500
2971396,84595.46094
2973624,70386.98438
2974161,71919.89844
2975983,82964.52344
2978684,79646.90625
2989246,83260.03906
2995859,91554.50000
2998567,75995.57812
2999272,92029.96875
3005404,73405.39844
3011413,80545.49219
3017199,83398.72656
3020443,82270.65625
3024282,81231.27344
3030022,89329.92188
3047608,84295.96875
3059369,88348.89844
3060344,77458.78906
