const,P-value for x,x,covars,y,site5,site6,26521-2.0,31-0.0,21003-2.0,24419-2.0,25741-2.0,IDP type
0.0,4.859119686561231e-07,RDS,[],27394-2.0,,,,,,,,Area
0.0,9.279194178186132e-12,RDS,[],27395-2.0,,,,,,,,Area
0.0,0.0005353822117839195,RDS,[],27396-2.0,,,,,,,,Area
0.0,0.00031255778015315365,RDS,[],27397-2.0,,,,,,,,Area
0.0,0.000521846621479535,RDS,[],27398-2.0,,,,,,,,Area
0.0,0.0005397170229526331,RDS,[],27399-2.0,,,,,,,,Area
0.0,0.000810361142787791,RDS,[],27400-2.0,,,,,,,,Area
0.0,4.1706640900349026e-07,RDS,[],27401-2.0,,,,,,,,Area
0.0,0.012253004739676719,RDS,[],27402-2.0,,,,,,,,Area
0.0,0.012148011051505784,RDS,[],27551-2.0,,,,,,,,Area
0.0,0.00188349692594892,RDS,[],27552-2.0,,,,,,,,Area
0.0,1.6862697884863574e-07,RDS,[],27553-2.0,,,,,,,,Area
0.0,9.492163347132866e-06,RDS,[],27554-2.0,,,,,,,,Area
0.0,8.492159926432731e-05,RDS,[],27555-2.0,,,,,,,,Area
0.0,5.8465235117258324e-08,RDS,[],27556-2.0,,,,,,,,Area
0.0,0.014150202938427984,RDS,[],27557-2.0,,,,,,,,Area
0.0,0.0004835989093233323,RDS,[],27558-2.0,,,,,,,,Area
0.0,0.0006108818276491332,RDS,[],27559-2.0,,,,,,,,Area
0.0,6.774257276990582e-06,RDS,[],27560-2.0,,,,,,,,Area
0.0,8.93773923922958e-07,RDS,[],27561-2.0,,,,,,,,Area
0.0,0.5603511189917808,RDS,[],27562-2.0,,,,,,,,Area
0.0,0.8226393892202114,RDS,[],27563-2.0,,,,,,,,Area
0.0,0.14629060477497496,RDS,[],27564-2.0,,,,,,,,Area
0.0,3.56892482600929e-07,RDS,[],27565-2.0,,,,,,,,Area
0.0,4.451777449871601e-06,RDS,[],27566-2.0,,,,,,,,Area
0.0,0.06683671376532255,RDS,[],27567-2.0,,,,,,,,Area
0.0,0.0027617757934360913,RDS,[],27568-2.0,,,,,,,,Area
0.0,4.321636201474289e-06,RDS,[],27569-2.0,,,,,,,,Area
0.0,0.028136809566559187,RDS,[],27570-2.0,,,,,,,,Area
0.0,0.00022135990822467466,RDS,[],27571-2.0,,,,,,,,Area
0.0,0.05687603718774769,RDS,[],27572-2.0,,,,,,,,Area
0.0,0.0020938023633911562,RDS,[],27573-2.0,,,,,,,,Area
0.0,0.0004838011890820313,RDS,[],27574-2.0,,,,,,,,Area
0.0,4.0698975577526785e-08,RDS,[],27575-2.0,,,,,,,,Area
0.0,1.1440808803092822e-07,RDS,[],27576-2.0,,,,,,,,Area
0.0,0.0009400886022726407,RDS,[],27577-2.0,,,,,,,,Area
0.0,4.417492695611022e-11,RDS,[],27578-2.0,,,,,,,,Area
0.0,6.3196340134310785e-09,RDS,[],27579-2.0,,,,,,,,Area
0.0,0.05158804964824874,RDS,[],27580-2.0,,,,,,,,Area
0.0,3.2542252188010354e-12,RDS,[],27581-2.0,,,,,,,,Area
0.0,3.5870350465868366e-09,RDS,[],27582-2.0,,,,,,,,Area
0.0,0.5724503104428103,RDS,[],27583-2.0,,,,,,,,Area
0.0,0.003350502220882359,RDS,[],27584-2.0,,,,,,,,Area
0.0,3.8762040660883995e-05,RDS,[],27585-2.0,,,,,,,,Area
0.0,0.0001474497803385271,RDS,[],27586-2.0,,,,,,,,Area
0.0,0.000281026614588241,RDS,[],27587-2.0,,,,,,,,Area
0.0,0.0003543308842859566,RDS,[],27588-2.0,,,,,,,,Area
0.0,0.00035222910466031516,RDS,[],27589-2.0,,,,,,,,Area
0.0,0.5006898688313817,RDS,[],27590-2.0,,,,,,,,Area
0.0,2.6078753409427143e-07,RDS,[],27591-2.0,,,,,,,,Area
0.0,0.00036171511022007816,RDS,[],27592-2.0,,,,,,,,Area
0.0,0.00011270513838011414,RDS,[],27593-2.0,,,,,,,,Area
0.0,7.395124051200406e-06,RDS,[],27594-2.0,,,,,,,,Area
0.0,1.0717443603746877e-19,RDS,[],27595-2.0,,,,,,,,Area
0.0,7.502406065794963e-06,RDS,[],27596-2.0,,,,,,,,Area
0.0,0.00028373416556884125,RDS,[],27597-2.0,,,,,,,,Area
0.0,0.00011564181522930951,RDS,[],27598-2.0,,,,,,,,Area
0.0,8.415566692605367e-08,RDS,[],27599-2.0,,,,,,,,Area
0.0,0.0025313694804768687,RDS,[],27600-2.0,,,,,,,,Area
0.0,0.4474658101907334,RDS,[],27601-2.0,,,,,,,,Area
0.0,0.21014842317039928,RDS,[],27602-2.0,,,,,,,,Area
0.0,4.476290879808548e-05,RDS,[],27603-2.0,,,,,,,,Area
0.0,1.9692795727807895e-05,RDS,[],27604-2.0,,,,,,,,Area
0.0,4.0611283216353054e-09,RDS,[],27605-2.0,,,,,,,,Area
0.0,3.86610328062195e-08,RDS,[],27606-2.0,,,,,,,,Area
0.0,7.968239311314508e-05,RDS,[],27607-2.0,,,,,,,,Area
0.0,0.012659010031408194,RDS,[],27608-2.0,,,,,,,,Area
0.0,0.14515304034654453,RDS,[],27609-2.0,,,,,,,,Area
0.0,1.465593241818931e-06,RDS,[],27610-2.0,,,,,,,,Area
0.0,0.026104680336441217,RDS,[],27611-2.0,,,,,,,,Area
0.0,0.19836910940874686,RDS,[],27612-2.0,,,,,,,,Area
